"response_id","covid_restrictions_rating","covidclean_consideration"
"GEN24_1044278","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044281","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044287","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044293","1 - Not at all","3 - Most of the time"
"GEN24_1044302","1 - Not at all","1 - Never"
"GEN24_1044303","1 - Not at all","1 - Never"
"GEN24_1044316","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044322","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044325","1 - Not at all","1 - Never"
"GEN24_1044327","1 - Not at all","1 - Never"
"GEN24_1044329","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044332","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044368","1 - Not at all","1 - Never"
"GEN24_1044370","1 - Not at all","1 - Never"
"GEN24_1044386","1 - Not at all","2 - Sometimes"
"GEN24_1044388","1 - Not at all","1 - Never"
"GEN24_1044397","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044398","1 - Not at all","1 - Never"
"GEN24_1044411","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044415","1 - Not at all","3 - Most of the time"
"GEN24_1044422","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044428","1 - Not at all","2 - Sometimes"
"GEN24_1044446","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1044450","1 - Not at all","1 - Never"
"GEN24_1044454","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044459","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1044460","1 - Not at all","Not sure"
"GEN24_1044462","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044477","1 - Not at all","1 - Never"
"GEN24_1044479","1 - Not at all","1 - Never"
"GEN24_1044481","1 - Not at all","Not sure"
"GEN24_1044483","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044484","1 - Not at all","1 - Never"
"GEN24_1044490","1 - Not at all","1 - Never"
"GEN24_1044491","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044498","1 - Not at all","1 - Never"
"GEN24_1044506","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044515","1 - Not at all","1 - Never"
"GEN24_1044518","1 - Not at all","1 - Never"
"GEN24_1044529","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044533","1 - Not at all","1 - Never"
"GEN24_1044538","1 - Not at all","1 - Never"
"GEN24_1044548","1 - Not at all","1 - Never"
"GEN24_1044551","1 - Not at all","1 - Never"
"GEN24_1044555","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044559","1 - Not at all","1 - Never"
"GEN24_1044561","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044566","1 - Not at all","1 - Never"
"GEN24_1044569","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044571","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044576","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044581","1 - Not at all","4 - Always"
"GEN24_1044585","1 - Not at all","1 - Never"
"GEN24_1044589","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1044590","2 - Not very","3 - Most of the time"
"GEN24_1044598","1 - Not at all","2 - Sometimes"
"GEN24_1044616","1 - Not at all","1 - Never"
"GEN24_1044635","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1044645","2 - Not very","1 - Never"
"GEN24_1044651","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044653","1 - Not at all","1 - Never"
"GEN24_1044656","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044666","1 - Not at all","1 - Never"
"GEN24_1044674","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044675","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044676","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044693","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044708","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044709","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044723","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044748","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044751","1 - Not at all","Not sure"
"GEN24_1044758","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044762","1 - Not at all","1 - Never"
"GEN24_1044766","1 - Not at all","1 - Never"
"GEN24_1044770","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044775","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044777","2 - Not very","Not sure"
"GEN24_1044784","1 - Not at all","1 - Never"
"GEN24_1044786","1 - Not at all","1 - Never"
"GEN24_1044797","1 - Not at all","Not sure"
"GEN24_1044799","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044808","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044811","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044843","1 - Not at all","1 - Never"
"GEN24_1044850","3 - Fairly","3 - Most of the time"
"GEN24_1044851","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044859","2 - Not very","Not sure"
"GEN24_1044869","4 - Very","Not sure"
"GEN24_1044899","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044903","Don't know",NA
"GEN24_1044910","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044913","1 - Not at all","4 - Always"
"GEN24_1044915","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044925","1 - Not at all","2 - Sometimes"
"GEN24_1044930","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044934","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044943","1 - Not at all","1 - Never"
"GEN24_1044969","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044970","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1044972","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1044978","1 - Not at all","2 - Sometimes"
"GEN24_1044987","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045001","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1045007","2 - Not very","3 - Most of the time"
"GEN24_1045015","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1045016","1 - Not at all","1 - Never"
"GEN24_1045026","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045027","1 - Not at all","1 - Never"
"GEN24_1045029","1 - Not at all","1 - Never"
"GEN24_1045037","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045042","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045044","1 - Not at all","Not sure"
"GEN24_1045045","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045049","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045058","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045068","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045073","1 - Not at all","1 - Never"
"GEN24_1045074","1 - Not at all","1 - Never"
"GEN24_1045080","1 - Not at all","1 - Never"
"GEN24_1045083","1 - Not at all","2 - Sometimes"
"GEN24_1045087","3 - Fairly","3 - Most of the time"
"GEN24_1045089","1 - Not at all","1 - Never"
"GEN24_1045090","1 - Not at all","2 - Sometimes"
"GEN24_1045092","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045099","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1045100","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1045118","1 - Not at all","1 - Never"
"GEN24_1045122","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045125","1 - Not at all","2 - Sometimes"
"GEN24_1045135","1 - Not at all","1 - Never"
"GEN24_1045145","1 - Not at all","1 - Never"
"GEN24_1045147","1 - Not at all","1 - Never"
"GEN24_1045154","1 - Not at all","2 - Sometimes"
"GEN24_1045156","1 - Not at all","1 - Never"
"GEN24_1045160","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1045162","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045163","1 - Not at all","1 - Never"
"GEN24_1045164","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045172","1 - Not at all","1 - Never"
"GEN24_1045173","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045176","1 - Not at all","Not sure"
"GEN24_1045182","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045189","4 - Very","1 - Never"
"GEN24_1045193","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045201","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045203","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045213","1 - Not at all","1 - Never"
"GEN24_1045231","1 - Not at all","1 - Never"
"GEN24_1045233","1 - Not at all","1 - Never"
"GEN24_1045252","1 - Not at all","1 - Never"
"GEN24_1045262","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045268","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045279","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045280","1 - Not at all","1 - Never"
"GEN24_1045281","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045285","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045294","1 - Not at all","1 - Never"
"GEN24_1045295","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045324","1 - Not at all","1 - Never"
"GEN24_1045328","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045331","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045340","1 - Not at all","2 - Sometimes"
"GEN24_1045347","1 - Not at all","1 - Never"
"GEN24_1045355","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045363","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045365","1 - Not at all","4 - Always"
"GEN24_1045374","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045375","1 - Not at all","1 - Never"
"GEN24_1045379","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045381","1 - Not at all","1 - Never"
"GEN24_1045389","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045426","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045427","3 - Fairly","1 - Never"
"GEN24_1045432","1 - Not at all","1 - Never"
"GEN24_1045459","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045467","2 - Not very","2 - Sometimes"
"GEN24_1045475","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045476","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045480","4 - Very","2 - Sometimes"
"GEN24_1045487","1 - Not at all","2 - Sometimes"
"GEN24_1045491","2 - Not very","1 - Never"
"GEN24_1045496","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045512","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1045518","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045522","1 - Not at all","1 - Never"
"GEN24_1045536","1 - Not at all","1 - Never"
"GEN24_1045537","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045540","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045544","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045548","1 - Not at all","1 - Never"
"GEN24_1045554","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1045556","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045564","1 - Not at all","1 - Never"
"GEN24_1045589","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045593","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045599","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045602","2 - Not very","Not sure"
"GEN24_1045626","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045629","1 - Not at all","1 - Never"
"GEN24_1045640","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045641","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1045649","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045683","1 - Not at all","2 - Sometimes"
"GEN24_1045694","1 - Not at all","1 - Never"
"GEN24_1045695","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1045696","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1045700","1 - Not at all","1 - Never"
"GEN24_1045710","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045712","1 - Not at all","4 - Always"
"GEN24_1045716","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045718","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1045722","1 - Not at all","Not sure"
"GEN24_1045723","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045726","1 - Not at all","1 - Never"
"GEN24_1045729","2 - Not very","Not sure"
"GEN24_1045735","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1045740","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045757","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045766","1 - Not at all","2 - Sometimes"
"GEN24_1045771","1 - Not at all","4 - Always"
"GEN24_1045780","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045782","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045783","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045791","1 - Not at all","1 - Never"
"GEN24_1045792","1 - Not at all","Not sure"
"GEN24_1045793","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1045795","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045796","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045798","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045802","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045814","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1045827","1 - Not at all","1 - Never"
"GEN24_1045828","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045863","2 - Not very","2 - Sometimes"
"GEN24_1045873","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045880","1 - Not at all","1 - Never"
"GEN24_1045881","2 - Not very","Not sure"
"GEN24_1045886","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045887","3 - Fairly","2 - Sometimes"
"GEN24_1045892","1 - Not at all","1 - Never"
"GEN24_1045895","1 - Not at all","1 - Never"
"GEN24_1045896","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045900","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045906","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1045907","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1045909","1 - Not at all","Not sure"
"GEN24_1045914","1 - Not at all","Not sure"
"GEN24_1045916","1 - Not at all","1 - Never"
"GEN24_1045918","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045925","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045937","1 - Not at all","1 - Never"
"GEN24_1045943","1 - Not at all","1 - Never"
"GEN24_1045945","4 - Very","3 - Most of the time"
"GEN24_1045946","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045951","1 - Not at all","1 - Never"
"GEN24_1045961","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1045962","1 - Not at all","1 - Never"
"GEN24_1045965","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045970","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045972","1 - Not at all","1 - Never"
"GEN24_1045973","1 - Not at all","2 - Sometimes"
"GEN24_1045974","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045981","1 - Not at all","1 - Never"
"GEN24_1045992","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1045997","1 - Not at all","1 - Never"
"GEN24_1046000","1 - Not at all","1 - Never"
"GEN24_1046002","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1046010","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046011","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046015","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046018","1 - Not at all","2 - Sometimes"
"GEN24_1046022","1 - Not at all","1 - Never"
"GEN24_1046026","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046028","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046040","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046057","1 - Not at all","2 - Sometimes"
"GEN24_1046073","1 - Not at all","1 - Never"
"GEN24_1046090","2 - Not very","Not sure"
"GEN24_1046094","1 - Not at all","1 - Never"
"GEN24_1046102","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1046110","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046111","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046114","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1046122","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046123","1 - Not at all","1 - Never"
"GEN24_1046124","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046130","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1046144","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046150","1 - Not at all","1 - Never"
"GEN24_1046152","3 - Fairly","3 - Most of the time"
"GEN24_1046160","1 - Not at all","1 - Never"
"GEN24_1046161","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046165","1 - Not at all","1 - Never"
"GEN24_1046166","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046169","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1046171","1 - Not at all","Not sure"
"GEN24_1046172","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046173","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046178","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046183","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1046184","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046197","1 - Not at all","3 - Most of the time"
"GEN24_1046209","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046217","1 - Not at all","1 - Never"
"GEN24_1046219","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046221","1 - Not at all","1 - Never"
"GEN24_1046228","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046233","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046239","2 - Not very","1 - Never"
"GEN24_1046241","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046242","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046243","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1046255","1 - Not at all","1 - Never"
"GEN24_1046258","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1046259","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046260","Don't know","1 - Never"
"GEN24_1046261","1 - Not at all","3 - Most of the time"
"GEN24_1046265","1 - Not at all","1 - Never"
"GEN24_1046274","1 - Not at all","2 - Sometimes"
"GEN24_1046275","1 - Not at all","1 - Never"
"GEN24_1046285","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046287","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046290","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1046295","1 - Not at all","Not sure"
"GEN24_1046304","2 - Not very","1 - Never"
"GEN24_1046307","1 - Not at all","1 - Never"
"GEN24_1046312","1 - Not at all","1 - Never"
"GEN24_1046316","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046328","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046332","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046345","1 - Not at all","1 - Never"
"GEN24_1046353","1 - Not at all","1 - Never"
"GEN24_1046356","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046360","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1046363","1 - Not at all","2 - Sometimes"
"GEN24_1046367","Don't know","Not sure"
"GEN24_1046381","1 - Not at all","1 - Never"
"GEN24_1046382","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1046385","1 - Not at all","1 - Never"
"GEN24_1046389","Don't know","Not sure"
"GEN24_1046391","1 - Not at all","1 - Never"
"GEN24_1046395","3 - Fairly","2 - Sometimes"
"GEN24_1046400","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046421","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046425","2 - Not very","1 - Never"
"GEN24_1046432","1 - Not at all","1 - Never"
"GEN24_1046434","4 - Very","1 - Never"
"GEN24_1046437","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046442","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046458","1 - Not at all","2 - Sometimes"
"GEN24_1046466","1 - Not at all","1 - Never"
"GEN24_1046472","2 - Not very","Not sure"
"GEN24_1046477","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046483","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1046484","1 - Not at all","1 - Never"
"GEN24_1046522","2 - Not very","2 - Sometimes"
"GEN24_1046525","1 - Not at all","1 - Never"
"GEN24_1046527","1 - Not at all","1 - Never"
"GEN24_1046530","1 - Not at all","1 - Never"
"GEN24_1046540","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1046543","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046547","1 - Not at all","3 - Most of the time"
"GEN24_1046550","1 - Not at all","1 - Never"
"GEN24_1046563","1 - Not at all","1 - Never"
"GEN24_1046564","1 - Not at all","1 - Never"
"GEN24_1046565","3 - Fairly","2 - Sometimes"
"GEN24_1046574","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046576","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046578","1 - Not at all","1 - Never"
"GEN24_1046581","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046588","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1046589","1 - Not at all","1 - Never"
"GEN24_1046591","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1046593","1 - Not at all","Haven't heard of COVIDCLEAN"
