"response_id","drive_yourself","driving_information"
"GEN24_1043576","Yes","Before arriving in New Zealand"
"GEN24_1043576","Yes","While in New Zealand"
"GEN24_1043578","Yes","Before arriving in New Zealand"
"GEN24_1043578","Yes","While in New Zealand"
"GEN24_1043580","Yes","Before arriving in New Zealand"
"GEN24_1043592","Yes","I did not receive any information"
"GEN24_1043595","No",NA
"GEN24_1043597","No",NA
"GEN24_1043608","Yes","While in New Zealand"
"GEN24_1043677","Yes","Before arriving in New Zealand"
"GEN24_1043686","Yes","Before arriving in New Zealand"
"GEN24_1043692","Yes","Before arriving in New Zealand"
"GEN24_1043697","Yes","I did not receive any information"
"GEN24_1043706","No",NA
"GEN24_1043707","Yes","Before arriving in New Zealand"
"GEN24_1043708","Yes","Before arriving in New Zealand"
"GEN24_1043731","No",NA
"GEN24_1043738","Yes","I did not receive any information"
"GEN24_1043757","Yes","I did not receive any information"
"GEN24_1043763","Yes","I did not receive any information"
"GEN24_1043770","Yes","While in New Zealand"
"GEN24_1043771","No",NA
"GEN24_1043772","Yes","Before arriving in New Zealand"
"GEN24_1043773","Yes","Before arriving in New Zealand"
"GEN24_1043773","Yes","While in New Zealand"
"GEN24_1043782","Yes","Before arriving in New Zealand"
"GEN24_1043782","Yes","While in New Zealand"
"GEN24_1043788","Yes","Before arriving in New Zealand"
"GEN24_1043788","Yes","While in New Zealand"
"GEN24_1043793","Yes","Before arriving in New Zealand"
"GEN24_1043793","Yes","While in New Zealand"
"GEN24_1043803","Yes","I did not receive any information"
"GEN24_1043827","Yes","I did not receive any information"
"GEN24_1043831","Yes","While in New Zealand"
"GEN24_1043838","Yes","Before arriving in New Zealand"
"GEN24_1043838","Yes","While in New Zealand"
"GEN24_1043841","Yes","I did not receive any information"
"GEN24_1043886","No",NA
"GEN24_1043887","Can’t remember",NA
"GEN24_1043900","Yes","Before arriving in New Zealand"
"GEN24_1043924","No",NA
"GEN24_1043941","Yes","Before arriving in New Zealand"
"GEN24_1043971","No",NA
"GEN24_1043982","No",NA
"GEN24_1043991","No",NA
"GEN24_1043997","Yes","I did not receive any information"
"GEN24_1043998","Yes","I did not receive any information"
"GEN24_1044002","Yes","Before arriving in New Zealand"
"GEN24_1044004","Yes","I did not receive any information"
"GEN24_1044005","Yes","While in New Zealand"
"GEN24_1044006","No",NA
"GEN24_1044016","Yes","I did not receive any information"
"GEN24_1044018","No",NA
"GEN24_1044019","No",NA
"GEN24_1044020","No",NA
"GEN24_1044024","Yes","Before arriving in New Zealand"
"GEN24_1044024","Yes","While in New Zealand"
"GEN24_1044029","Yes","Before arriving in New Zealand"
"GEN24_1044029","Yes","While in New Zealand"
"GEN24_1044032","Yes","Before arriving in New Zealand"
"GEN24_1044033","Yes","Before arriving in New Zealand"
"GEN24_1044036","Yes","Before arriving in New Zealand"
"GEN24_1044036","Yes","While in New Zealand"
"GEN24_1044043","Yes","While in New Zealand"
"GEN24_1044047","Yes","Before arriving in New Zealand"
"GEN24_1044048","Yes","Before arriving in New Zealand"
"GEN24_1044048","Yes","While in New Zealand"
"GEN24_1044050","No",NA
"GEN24_1044051","Yes","I did not receive any information"
"GEN24_1044062","Yes","I did not receive any information"
"GEN24_1044073","Yes","Before arriving in New Zealand"
"GEN24_1044079","Yes","Before arriving in New Zealand"
"GEN24_1044080","Yes","Before arriving in New Zealand"
"GEN24_1044080","Yes","While in New Zealand"
"GEN24_1044098","Yes","I did not receive any information"
"GEN24_1044100","Yes","I did not receive any information"
"GEN24_1044107","Yes","I did not receive any information"
"GEN24_1044111","Yes","I did not receive any information"
"GEN24_1044120","Yes","While in New Zealand"
"GEN24_1044128","Yes","Before arriving in New Zealand"
"GEN24_1044131","Yes","Before arriving in New Zealand"
"GEN24_1044131","Yes","While in New Zealand"
"GEN24_1044132","No",NA
"GEN24_1044137","No",NA
"GEN24_1044143","Yes","Before arriving in New Zealand"
"GEN24_1044149","No",NA
"GEN24_1044152","Yes","While in New Zealand"
"GEN24_1044167","Yes","I did not receive any information"
"GEN24_1044168","No",NA
"GEN24_1044171","Yes","I did not receive any information"
"GEN24_1044174","Yes","Before arriving in New Zealand"
"GEN24_1044186","Yes","Before arriving in New Zealand"
"GEN24_1044186","Yes","While in New Zealand"
"GEN24_1044198","Yes","I did not receive any information"
"GEN24_1044203","No",NA
"GEN24_1044205","Yes","I did not receive any information"
"GEN24_1044216","Yes","Before arriving in New Zealand"
"GEN24_1044226","Yes","Before arriving in New Zealand"
"GEN24_1044232","Yes","While in New Zealand"
"GEN24_1044242","Yes","Before arriving in New Zealand"
"GEN24_1044248","Yes","Before arriving in New Zealand"
"GEN24_1044248","Yes","While in New Zealand"
"GEN24_1044252","Yes","Before arriving in New Zealand"
"GEN24_1044254","No",NA
"GEN24_1044266","Yes","Before arriving in New Zealand"
"GEN24_1044270","Yes","I did not receive any information"
"GEN24_1044278","Yes","Before arriving in New Zealand"
"GEN24_1044281","Yes","While in New Zealand"
"GEN24_1044287","Yes","Before arriving in New Zealand"
"GEN24_1044293","Yes","Before arriving in New Zealand"
"GEN24_1044302","Yes","I did not receive any information"
"GEN24_1044303","Yes","I did not receive any information"
"GEN24_1044322","No",NA
"GEN24_1044325","Yes","Before arriving in New Zealand"
"GEN24_1044327","Yes","Before arriving in New Zealand"
"GEN24_1044329","Yes","I did not receive any information"
"GEN24_1044332","Yes","I did not receive any information"
"GEN24_1044368","Yes","Before arriving in New Zealand"
"GEN24_1044368","Yes","While in New Zealand"
"GEN24_1044370","Yes","I did not receive any information"
"GEN24_1044373","Yes","Before arriving in New Zealand"
"GEN24_1044386","Yes","Before arriving in New Zealand"
"GEN24_1044388","Yes","Before arriving in New Zealand"
"GEN24_1044388","Yes","While in New Zealand"
"GEN24_1044397","Yes","Before arriving in New Zealand"
"GEN24_1044397","Yes","While in New Zealand"
"GEN24_1044398","Yes","Before arriving in New Zealand"
"GEN24_1044450","Yes","While in New Zealand"
"GEN24_1044454","Yes","Before arriving in New Zealand"
"GEN24_1044459","Yes","While in New Zealand"
"GEN24_1044460","Yes","Before arriving in New Zealand"
"GEN24_1044462","Yes","Before arriving in New Zealand"
"GEN24_1044479","Yes","While in New Zealand"
"GEN24_1044481","Yes","Before arriving in New Zealand"
"GEN24_1044483","Yes","While in New Zealand"
"GEN24_1044484","Yes","While in New Zealand"
"GEN24_1044490","Yes","While in New Zealand"
"GEN24_1044491","Yes","I did not receive any information"
"GEN24_1044498","Yes","Before arriving in New Zealand"
"GEN24_1044515","Yes","Before arriving in New Zealand"
"GEN24_1044518","No",NA
"GEN24_1044529","Yes","Before arriving in New Zealand"
"GEN24_1044533","Yes","While in New Zealand"
"GEN24_1044538","Yes","Before arriving in New Zealand"
"GEN24_1044548","Yes","I did not receive any information"
"GEN24_1044551","Yes","Before arriving in New Zealand"
"GEN24_1044551","Yes","While in New Zealand"
"GEN24_1044555","Yes","I did not receive any information"
"GEN24_1044561","Yes","Before arriving in New Zealand"
"GEN24_1044561","Yes","While in New Zealand"
"GEN24_1044566","Yes","Before arriving in New Zealand"
"GEN24_1044566","Yes","While in New Zealand"
"GEN24_1044571","Yes","Before arriving in New Zealand"
"GEN24_1044571","Yes","While in New Zealand"
"GEN24_1044576","Yes","Before arriving in New Zealand"
"GEN24_1044581","Yes","While in New Zealand"
"GEN24_1044589","Yes","I did not receive any information"
"GEN24_1044590","Yes","Before arriving in New Zealand"
"GEN24_1044590","Yes","While in New Zealand"
"GEN24_1044651","No",NA
"GEN24_1044652","Yes","I did not receive any information"
"GEN24_1044653","No",NA
"GEN24_1044666","No",NA
"GEN24_1044676","No",NA
"GEN24_1044693","No",NA
"GEN24_1044708","No",NA
"GEN24_1044709","Yes","While in New Zealand"
"GEN24_1044723","Yes","I did not receive any information"
"GEN24_1044751","Yes","Before arriving in New Zealand"
"GEN24_1044766","Yes","While in New Zealand"
"GEN24_1044775","Yes","Before arriving in New Zealand"
"GEN24_1044777","Yes","Before arriving in New Zealand"
"GEN24_1044786","Yes","I did not receive any information"
"GEN24_1044797","Yes","I did not receive any information"
"GEN24_1044811","Yes","While in New Zealand"
"GEN24_1044843","Yes","I did not receive any information"
"GEN24_1044850","No",NA
"GEN24_1044851","Yes","While in New Zealand"
"GEN24_1044856","Yes","Before arriving in New Zealand"
"GEN24_1044859","No",NA
"GEN24_1044869","No",NA
"GEN24_1044910","Yes","Before arriving in New Zealand"
"GEN24_1044910","Yes","While in New Zealand"
"GEN24_1044913","Yes","I did not receive any information"
"GEN24_1044915","No",NA
"GEN24_1044925","Yes","Before arriving in New Zealand"
"GEN24_1044925","Yes","While in New Zealand"
"GEN24_1044930","Yes","I did not receive any information"
"GEN24_1044934","Yes","Before arriving in New Zealand"
"GEN24_1044934","Yes","While in New Zealand"
"GEN24_1044943","Yes","Before arriving in New Zealand"
"GEN24_1044970","No",NA
"GEN24_1044972","Yes","Before arriving in New Zealand"
"GEN24_1044978","Yes","Before arriving in New Zealand"
"GEN24_1044987","Yes","I did not receive any information"
"GEN24_1045001","No",NA
"GEN24_1045016","Yes","While in New Zealand"
"GEN24_1045027","Yes","Before arriving in New Zealand"
"GEN24_1045027","Yes","While in New Zealand"
"GEN24_1045029","Yes","While in New Zealand"
"GEN24_1045042","Yes","Before arriving in New Zealand"
"GEN24_1045044","Yes","Before arriving in New Zealand"
"GEN24_1045045","No",NA
"GEN24_1045049","Yes","Before arriving in New Zealand"
"GEN24_1045049","Yes","While in New Zealand"
"GEN24_1045058","No",NA
"GEN24_1045068","No",NA
"GEN24_1045073","Yes","Before arriving in New Zealand"
"GEN24_1045073","Yes","While in New Zealand"
"GEN24_1045074","Yes","Before arriving in New Zealand"
"GEN24_1045080","Yes","While in New Zealand"
"GEN24_1045087","Yes","I did not receive any information"
"GEN24_1045089","Yes","Before arriving in New Zealand"
"GEN24_1045090","Yes","Before arriving in New Zealand"
"GEN24_1045090","Yes","While in New Zealand"
"GEN24_1045092","Yes","I did not receive any information"
"GEN24_1045099","Yes","Before arriving in New Zealand"
"GEN24_1045100","Yes","Before arriving in New Zealand"
"GEN24_1045116","Yes","I did not receive any information"
"GEN24_1045122","No",NA
"GEN24_1045125","Yes","Before arriving in New Zealand"
"GEN24_1045135","Yes","Before arriving in New Zealand"
"GEN24_1045145","Yes","Before arriving in New Zealand"
"GEN24_1045145","Yes","While in New Zealand"
"GEN24_1045147","Yes","Before arriving in New Zealand"
"GEN24_1045154","Yes","Before arriving in New Zealand"
"GEN24_1045154","Yes","While in New Zealand"
"GEN24_1045156","Yes","I did not receive any information"
"GEN24_1045162","Yes","While in New Zealand"
"GEN24_1045163","Yes","I did not receive any information"
"GEN24_1045172","No",NA
"GEN24_1045173","No",NA
"GEN24_1045176","Yes","Before arriving in New Zealand"
"GEN24_1045182","No",NA
"GEN24_1045189","Yes","I did not receive any information"
"GEN24_1045201","Yes","Before arriving in New Zealand"
"GEN24_1045201","Yes","While in New Zealand"
"GEN24_1045203","No",NA
"GEN24_1045213","Yes","I did not receive any information"
"GEN24_1045231","Yes","While in New Zealand"
"GEN24_1045233","Yes","While in New Zealand"
"GEN24_1045252","Yes","While in New Zealand"
"GEN24_1045262","Yes","Before arriving in New Zealand"
"GEN24_1045268","No",NA
"GEN24_1045279","Yes","I did not receive any information"
"GEN24_1045280","Yes","I did not receive any information"
"GEN24_1045281","Yes","I did not receive any information"
"GEN24_1045285","Yes","I did not receive any information"
"GEN24_1045324","Yes","I did not receive any information"
"GEN24_1045328","No",NA
"GEN24_1045331","Yes","Before arriving in New Zealand"
"GEN24_1045340","Yes","Before arriving in New Zealand"
"GEN24_1045347","Yes","I did not receive any information"
"GEN24_1045355","Yes","Before arriving in New Zealand"
"GEN24_1045363","No",NA
"GEN24_1045365","No",NA
"GEN24_1045366","Yes","I did not receive any information"
"GEN24_1045374","Yes","I did not receive any information"
"GEN24_1045381","Yes","I did not receive any information"
"GEN24_1045389","Yes","Before arriving in New Zealand"
"GEN24_1045432","Yes","I did not receive any information"
"GEN24_1045467","Yes","While in New Zealand"
"GEN24_1045475","Yes","Before arriving in New Zealand"
"GEN24_1045476","No",NA
"GEN24_1045481","Yes","Before arriving in New Zealand"
"GEN24_1045481","Yes","While in New Zealand"
"GEN24_1045487","Yes","Before arriving in New Zealand"
"GEN24_1045491","Yes","I did not receive any information"
"GEN24_1045496","Yes","I did not receive any information"
"GEN24_1045518","No",NA
"GEN24_1045522","Yes","Before arriving in New Zealand"
"GEN24_1045536","Yes","I did not receive any information"
"GEN24_1045537","No",NA
"GEN24_1045544","No",NA
"GEN24_1045548","No",NA
"GEN24_1045564","No",NA
"GEN24_1045593","Yes","Before arriving in New Zealand"
"GEN24_1045599","Yes","Before arriving in New Zealand"
"GEN24_1045602","No",NA
"GEN24_1045626","Yes","Before arriving in New Zealand"
"GEN24_1045626","Yes","While in New Zealand"
"GEN24_1045629","Yes","Before arriving in New Zealand"
"GEN24_1045640","Yes","I did not receive any information"
"GEN24_1045641","Yes","Before arriving in New Zealand"
"GEN24_1045649","No",NA
"GEN24_1045668","No",NA
"GEN24_1045683","Yes","Before arriving in New Zealand"
"GEN24_1045694","Yes","While in New Zealand"
"GEN24_1045695","Yes","While in New Zealand"
"GEN24_1045696","Yes","While in New Zealand"
"GEN24_1045700","Yes","Before arriving in New Zealand"
"GEN24_1045710","No",NA
"GEN24_1045712","Yes","While in New Zealand"
"GEN24_1045718","No",NA
"GEN24_1045722","No",NA
"GEN24_1045723","Yes","Before arriving in New Zealand"
"GEN24_1045723","Yes","While in New Zealand"
"GEN24_1045726","Yes","Before arriving in New Zealand"
"GEN24_1045729","Yes","Before arriving in New Zealand"
"GEN24_1045757","Yes","Before arriving in New Zealand"
"GEN24_1045766","No",NA
"GEN24_1045771","No",NA
"GEN24_1045780","No",NA
"GEN24_1045782","Yes","I did not receive any information"
"GEN24_1045791","Yes","While in New Zealand"
"GEN24_1045792","Yes","While in New Zealand"
"GEN24_1045793","Yes","Before arriving in New Zealand"
"GEN24_1045796","Yes","While in New Zealand"
"GEN24_1045798","Yes","Before arriving in New Zealand"
"GEN24_1045798","Yes","While in New Zealand"
"GEN24_1045814","No",NA
"GEN24_1045828","Yes","While in New Zealand"
"GEN24_1045863","Yes","Before arriving in New Zealand"
"GEN24_1045868","Yes","I did not receive any information"
"GEN24_1045870","Yes","I did not receive any information"
"GEN24_1045873","Yes","Before arriving in New Zealand"
"GEN24_1045880","No",NA
"GEN24_1045881","No",NA
"GEN24_1045886","No",NA
"GEN24_1045892","Yes","I did not receive any information"
"GEN24_1045895","No",NA
"GEN24_1045896","No",NA
"GEN24_1045900","Yes","While in New Zealand"
"GEN24_1045906","Yes","I did not receive any information"
"GEN24_1045907","No",NA
"GEN24_1045909","Yes","Before arriving in New Zealand"
"GEN24_1045925","No",NA
"GEN24_1045943","No",NA
"GEN24_1045945","Yes","I did not receive any information"
"GEN24_1045946","No",NA
"GEN24_1045951","No",NA
"GEN24_1045962","Yes","While in New Zealand"
"GEN24_1045965","Yes","Before arriving in New Zealand"
"GEN24_1045970","Yes","Before arriving in New Zealand"
"GEN24_1045972","Yes","Before arriving in New Zealand"
"GEN24_1045973","Yes","Before arriving in New Zealand"
"GEN24_1045974","Yes","Before arriving in New Zealand"
"GEN24_1045974","Yes","While in New Zealand"
"GEN24_1045992","No",NA
"GEN24_1046002","No",NA
"GEN24_1046010","Yes","I did not receive any information"
"GEN24_1046011","Yes","Before arriving in New Zealand"
"GEN24_1046011","Yes","While in New Zealand"
"GEN24_1046015","Yes","While in New Zealand"
"GEN24_1046018","Yes","While in New Zealand"
"GEN24_1046022","Yes","While in New Zealand"
"GEN24_1046026","Yes","I did not receive any information"
"GEN24_1046028","Yes","I did not receive any information"
"GEN24_1046030","Yes","Before arriving in New Zealand"
