response_id,environment_availability_of_public_facilities_toilets_rubbish_bins_etc,environment_feeling_of_safety,environment_feeling_welcomed,environment_natural_scenery_wilderness,environment_protection_of_natural_resources,environment_protection_of_wildlife_whales_penguins_albatross_kiwi_etc,environment_quality_of_drinking_water,environment_quality_of_flowing_water_rivers_streams_sea,environment_quality_of_the_air
GEN24_1073230,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1073259,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1073260,4 - Good,1 - Very Poor,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1073276,2 - Poor,2 - Poor,3 - Neither good nor poor,5 - Very Good,3 - Neither good nor poor,NA,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor
GEN24_1073277,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073281,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,5 - Very Good,NA,5 - Very Good
GEN24_1073287,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073289,4 - Good,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,2 - Poor,4 - Good,5 - Very Good
GEN24_1073297,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,4 - Good
GEN24_1073304,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073309,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1073314,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073318,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073322,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073363,4 - Good,4 - Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,4 - Good,5 - Very Good
GEN24_1073367,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073376,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073380,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073382,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073383,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073385,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,NA,5 - Very Good
GEN24_1073388,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073389,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,2 - Poor,4 - Good,4 - Good
GEN24_1073392,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073393,NA,NA,5 - Very Good,5 - Very Good,NA,NA,NA,NA,NA
GEN24_1073402,2 - Poor,4 - Good,4 - Good,2 - Poor,1 - Very Poor,3 - Neither good nor poor,3 - Neither good nor poor,2 - Poor,4 - Good
GEN24_1073406,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073416,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073418,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1073421,5 - Very Good,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073433,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073442,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073443,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073450,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073466,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073478,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1073492,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073494,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073514,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,3 - Neither good nor poor,NA,4 - Good
GEN24_1073517,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_1073526,5 - Very Good,4 - Good,4 - Good,NA,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good
GEN24_1073529,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,5 - Very Good,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good
GEN24_1073533,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073534,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073539,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good
GEN24_1073549,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1073560,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073569,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073588,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,4 - Good,NA,5 - Very Good
GEN24_1073589,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good
GEN24_1073593,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073599,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073604,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073617,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073625,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073628,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073629,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073631,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073636,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073638,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073639,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073650,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073670,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good
GEN24_1073671,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_1073695,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073712,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073713,4 - Good,4 - Good,NA,5 - Very Good,NA,NA,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1073722,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073797,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073828,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073839,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073843,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073844,NA,5 - Very Good,5 - Very Good,NA,NA,NA,5 - Very Good,NA,NA
GEN24_1073849,NA,5 - Very Good,4 - Good,5 - Very Good,NA,NA,5 - Very Good,NA,5 - Very Good
GEN24_1073875,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073887,4 - Good,5 - Very Good,NA,NA,NA,NA,5 - Very Good,NA,5 - Very Good
GEN24_1073894,4 - Good,4 - Good,4 - Good,4 - Good,NA,NA,4 - Good,NA,4 - Good
GEN24_1073906,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073929,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073962,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_1073969,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1073972,4 - Good,4 - Good,4 - Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073974,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,NA,5 - Very Good
GEN24_1073976,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1073980,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,5 - Very Good,4 - Good,5 - Very Good
GEN24_1073990,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074005,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074008,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074019,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074024,NA,3 - Neither good nor poor,2 - Poor,NA,NA,NA,NA,NA,4 - Good
GEN24_1074025,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1074049,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,4 - Good
GEN24_1074058,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_1074065,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074066,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074076,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074081,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,5 - Very Good
GEN24_1074082,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1074139,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,4 - Good,NA,4 - Good,4 - Good,4 - Good
GEN24_1074145,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074161,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074165,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074192,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074199,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_1074204,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074220,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074222,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074224,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074230,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074231,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074235,4 - Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_1074236,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074237,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074239,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074240,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074241,5 - Very Good,5 - Very Good,1 - Very Poor,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074242,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074243,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1074245,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074246,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1074247,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074265,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_1074268,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074289,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1074296,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1074304,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,NA,4 - Good,5 - Very Good
GEN24_1074318,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074321,5 - Very Good,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074324,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_1074333,NA,NA,5 - Very Good,NA,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074337,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1074355,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074366,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074370,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074373,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good
GEN24_1074374,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074388,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074391,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074398,5 - Very Good,4 - Good,4 - Good,NA,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good
GEN24_1074401,4 - Good,NA,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074438,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074448,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1074455,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074456,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_1074465,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1074474,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1074493,5 - Very Good,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074494,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074495,2 - Poor,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074504,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,NA,4 - Good,5 - Very Good,4 - Good
GEN24_1074512,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor
GEN24_1074514,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074525,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074532,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,1 - Very Poor,NA,5 - Very Good,4 - Good,5 - Very Good
GEN24_1074533,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1074566,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_1074569,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074577,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1074581,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074587,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074590,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074591,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good
GEN24_1074597,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074598,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074600,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1074602,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_1074603,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074612,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074627,5 - Very Good,4 - Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1074629,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1074630,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
